index,material_no,name,category,glass_t1_mm,glass_cavity_mm,glass_t2_mm,spectrum_ok,R_125_Hz,R_250_Hz,R_500_Hz,R_1000_Hz,R_2000_Hz,R_4000_Hz
1062,1095,Glas 4/1/4-24-6/1/6 gasgevuld.gelam. (GDG),GDG,4.0,1.0,4.0,True,24.0,35.0,44.0,40.0,43.0,51.0
1063,1096,Glas 4/1/4-12-6/2/6 gasgevuld.gelam. (GDG),GDG,4.0,1.0,4.0,True,25.0,29.0,44.0,39.0,42.0,48.0
1064,1097,Glas 4/1/4-16-5/2/5 gasgevuld.gelam.(GDG),GDG,4.0,1.0,4.0,True,24.0,31.0,44.0,43.0,44.0,49.0
1065,1098,Glas 4/1/4-16-6/2/6 gasgevuld.gelam. (GDG),GDG,4.0,1.0,4.0,True,26.0,32.0,45.0,41.0,44.0,50.0
1066,1099,Glas 4/1/4-24-5/2/5 gasgevuld.gelam. (GDG),GDG,4.0,1.0,4.0,True,24.0,36.0,46.0,45.0,46.0,51.0
1067,1100,Glas 4/1/4-24-6/2/6 gasgevuld.gelam.(GDG),GDG,4.0,1.0,4.0,True,26.0,37.0,46.0,43.0,46.0,52.0
1068,1101,Glas 5/2/5-12-5/2/5 gasgevuld.gelam. (GDG),GDG,5.0,2.0,5.0,True,26.0,31.0,46.0,46.0,44.0,50.0
1069,1102,Glas 5/2/5-16-5/2/5 gasgevuld.gelam. (GDG),GDG,5.0,2.0,5.0,True,27.0,34.0,47.0,48.0,46.0,51.0
1070,1103,Glas 5/2/5-20-5/2/5 gasgevuld.gelam. (GDG),GDG,5.0,2.0,5.0,True,27.0,36.0,48.0,49.0,47.0,52.0
1071,1104,Glas 5/2/5-24-5/2/5 gasgevuld.gelam. (GDG),GDG,5.0,2.0,5.0,True,26.0,38.0,49.0,50.0,48.0,53.0
1072,1105,Deur D1: 38 mm [1],,,,,True,20.0,24.0,26.0,26.0,26.0,0.0
1073,1106,Deur D2: 38 mm massief [1],,,,,True,24.0,28.0,29.0,30.0,34.0,0.0
1074,1107,Deur D4: 65 mm zwaar [1],,,,,True,29.0,36.0,42.0,48.0,50.0,0.0
1075,1108,Glas 4-40-4 voorzetraam (GDR),GDR,4.0,40.0,4.0,True,21.0,27.0,35.0,42.0,44.0,40.0
1076,1109,Glas 4-40-6 voorzetraam (GDR),GDR,4.0,40.0,6.0,True,22.0,28.0,36.0,43.0,44.0,44.0
1077,1110,Glas 4-40-8 voorzetraam (GDR),GDR,4.0,40.0,8.0,True,22.0,29.0,37.0,42.0,44.0,40.0
1078,1111,Glas 6-40-6 voorzetraam (GDR),GDR,6.0,40.0,6.0,True,22.0,30.0,37.0,43.0,38.0,44.0
1079,1112,Glas 4-40-10 voorzetraam (GDR),GDR,4.0,40.0,10.0,True,23.0,29.0,37.0,41.0,41.0,44.0
1080,1113,Glas 6-40-8 voorzetraam (GDR),GDR,6.0,40.0,8.0,True,22.0,30.0,38.0,42.0,37.0,45.0
1081,1114,Glas 6-40-10 voorzetraam (GDR),GDR,6.0,40.0,10.0,True,23.0,31.0,38.0,41.0,41.0,46.0
1082,1115,Glas 6-40-12 voorzetraam (GDR),GDR,6.0,40.0,12.0,True,25.0,31.0,39.0,40.0,40.0,47.0
1083,1116,Glas 4-80-4 voorzetraam (GDR),GDR,4.0,80.0,4.0,True,20.0,31.0,39.0,46.0,48.0,44.0
1084,1117,Glas 4-80-6 voorzetraam (GDR),GDR,4.0,80.0,6.0,True,23.0,32.0,40.0,47.0,47.0,47.0
1085,1118,Glas 4-80-8 voorzetraam (GDR),GDR,4.0,80.0,8.0,True,25.0,33.0,40.0,46.0,46.0,47.0
1086,1119,Glas 6-80-6 voorzetraam (GDR),GDR,6.0,80.0,6.0,True,26.0,33.0,41.0,47.0,42.0,47.0
1087,1120,Glas 4-80-10 voorzetraam (GDR),GDR,4.0,80.0,10.0,True,26.0,33.0,41.0,45.0,45.0,48.0
1088,1121,Glas 6-80-8 voorzetraam (GDR),GDR,6.0,80.0,8.0,True,27.0,34.0,42.0,46.0,41.0,49.0
1089,1122,Glas 6-80-10 voorzetraam (GDR),GDR,6.0,80.0,10.0,True,27.0,35.0,42.0,45.0,45.0,50.0
1090,1123,Glas 6-80-12 voorzetraam (GDR),GDR,6.0,80.0,12.0,True,27.0,35.0,42.0,44.0,44.0,50.0
1091,1124,Glas 4-160-4 voorzetraam (GDR),GDR,4.0,160.0,4.0,True,27.0,35.0,42.0,50.0,52.0,48.0
1092,1125,Glas 4-160-6 voorzetraam (GDR),GDR,4.0,160.0,6.0,True,28.0,36.0,43.0,51.0,51.0,51.0
1093,1126,Glas 4-160-8 voorzetraam (GDR),GDR,4.0,160.0,8.0,True,29.0,37.0,44.0,50.0,50.0,51.0
1094,1127,Glas 6-160-6 voorzetraam (GDR),GDR,6.0,160.0,6.0,True,30.0,37.0,45.0,50.0,45.0,51.0
1095,1128,Glas 4-160-10 voorzetraam (GDR),GDR,4.0,160.0,10.0,True,29.0,37.0,44.0,48.0,48.0,51.0
1096,1129,Glas 6-160-8 voorzetraam (GDR),GDR,6.0,160.0,8.0,True,30.0,38.0,45.0,49.0,44.0,52.0
1097,1130,Glas 6-160-10 voorzetraam (GDR),GDR,6.0,160.0,10.0,True,31.0,38.0,46.0,48.0,48.0,53.0
1098,1131,Glas 6-160-12 voorzetraam (GDR),GDR,6.0,160.0,12.0,True,31.0,39.0,46.0,47.0,47.0,54.0
1099,1132,Spaanplaat/rwol 80/Phonisol [1],,,,,True,30.9,38.1,46.6,55.6,63.2,0.0
1100,1133,Spaanplaat/rwol 80/Idikell [1],,,,,True,30.3,37.8,47.3,55.8,63.8,0.0
1101,1134,Spaanplaat/rwol 50/Idikell [1],,,,,True,26.4,38.8,46.9,55.8,61.4,0.0
1102,1135,Spaanplaat/foam 50/Idikell [1],,,,,True,27.4,38.3,46.3,55.5,62.8,0.0
1103,1136,Spaanplaat/rwol 50/Idikell 10 [1],,,,,True,30.8,37.7,46.5,56.2,63.5,0.0
1104,1149,Panho Trespa 29C0666 paneel,,,,,True,29.3,32.9,36.6,36.2,23.0,50.0
1105,1150,Panho Trespa 30A1230 paneel,,,,,True,24.3,27.9,31.8,34.4,26.7,31.5
1106,1151,Panho Staal/gl 30B0943 paneel,,,,,True,27.4,30.4,33.9,28.0,28.6,44.0
1107,1152,Panho Alumin. 30D0450 paneel,,,,,True,29.5,27.5,25.5,35.4,40.2,42.2
1108,1153,Panho Glasal 31A1530 paneel,,,,,True,27.9,30.3,34.4,32.8,27.6,34.3
1109,1154,Panho Trespa 31A0630 paneel,,,,,True,28.7,31.4,35.7,40.0,25.0,24.5
1110,1155,Panho Staal 31A0240 paneel,,,,,True,24.7,26.2,31.1,35.0,36.8,43.9
1111,1156,Panho Glasal 32A1032 paneel,,,,,True,29.3,33.3,36.4,37.0,26.3,31.5
1112,1157,Panho Trespa 32A0630 paneel,,,,,True,26.8,29.3,33.4,38.2,28.2,25.6
1113,1158,Panho Trespa 33A0636 paneel,,,,,True,30.0,34.2,37.6,37.9,27.7,28.3
1114,1159,Panho Staal/gl 33B2131 paneel,,,,,True,28.0,26.9,32.9,37.3,35.6,44.9
1115,1160,Panho Staal 33A0430 paneel,,,,,True,27.3,30.4,34.3,31.6,49.3,54.4
1116,1161,Panho Trespa 33C0648 paneel,,,,,True,30.3,29.9,29.0,37.3,42.1,49.1
1117,1162,Panho Staal/gl 33B1040 paneel,,,,,True,19.9,34.6,39.0,44.5,40.8,43.2
1118,1163,Panho Glasal 34C1548 paneel,,,,,True,30.4,33.1,31.4,35.9,35.9,49.2
1119,1164,Panho Trespa 34A0630 paneel,,,,,True,28.6,32.1,35.8,37.8,30.2,48.9
1120,1165,Panho Staal 35A0340 paneel,,,,,True,27.8,29.2,34.5,39.1,41.7,45.8
1121,1166,Panho Trespa 35A0640 paneel,,,,,True,32.8,35.0,31.3,35.4,46.4,51.4
1122,1167,Panho Staal 36A0440 paneel,,,,,True,28.8,30.2,35.5,38.4,40.9,50.2
1123,1168,Panho Alumin. 36B0440 paneel,,,,,True,22.2,38.1,44.5,44.6,42.4,48.8
1124,1169,Panho Trespa 36A0640 paneel,,,,,True,22.8,36.3,41.0,46.9,49.9,51.4
1125,1170,Panho Staal/tr 37B0450 paneel,,,,,True,30.0,34.3,37.2,39.2,36.0,35.4
1126,1171,Panho Trespa 37C0650 paneel,,,,,True,29.8,33.0,36.6,38.1,39.0,44.9
1127,1172,Panho Staal/tr 37B0960 paneel,,,,,True,25.9,37.5,42.4,42.5,35.4,48.1
1128,1173,Panho Glasal 39A1540 paneel,,,,,True,27.5,37.1,42.9,44.8,46.5,49.2
1129,1174,Panho Alumin. 40D0460 paneel,,,,,True,35.7,39.3,45.0,44.1,35.4,45.0
1130,1175,Panho Glasal 42A1040 paneel,,,,,True,33.3,37.4,43.0,45.5,46.6,49.8
1131,1176,Alusta Cadet Super 250,,,,,True,32.7,29.5,38.8,40.0,41.2,0.0
1132,1177,*Alusta Taurus Ga mma 110 (meting '93),,,,,True,35.9,37.2,42.1,41.6,41.3,0.0
1133,1178,*Alusta Taurus Ga mma 150 (meting '93),,,,,True,33.1,34.8,39.3,37.4,37.6,0.0
1134,1179,*Alusta Taurus Ga mma 200 (meting '93),,,,,True,31.3,32.3,39.2,37.1,37.0,0.0
1135,1180,*Alusta Taurus Ga mma 250 (meting '93),,,,,True,30.5,30.2,37.1,34.0,34.5,0.0
1136,1181,*Alusta Taurus Ga mma 300 (meting '93),,,,,True,29.9,29.4,34.6,31.7,32.7,0.0
1137,1182,*Alusta Taurus Delta 110 (meting '93),,,,,True,36.1,38.1,44.6,44.3,43.9,0.0
1138,1183,*Alusta Taurus Delta 150 (meting '93),,,,,True,34.9,36.0,44.7,43.7,45.5,0.0
1139,1184,*Alusta Taurus Delta 200 (meting '93),,,,,True,32.5,32.9,42.3,41.1,41.9,0.0
1140,1185,*Alusta Taurus Delta 250 (meting '93),,,,,True,31.7,32.6,38.9,37.3,38.0,0.0
1141,1186,*Alusta Taurus Delta 300 (meting '93),,,,,True,29.7,29.6,38.2,36.9,37.7,0.0
1142,1187,*Alusta Taurus Kappa 110 (meting '93),,,,,True,38.0,42.9,47.9,48.4,46.7,0.0
1143,1188,*Alusta Taurus Kappa 150 (meting '93),,,,,True,34.2,37.5,47.4,48.4,49.5,0.0
1144,1189,*Alusta Taurus Kappa 200 (meting '93),,,,,True,33.0,34.7,44.4,43.8,45.5,0.0
1145,1190,*Alusta Taurus Kappa 250 (meting '93),,,,,True,31.3,33.7,41.8,40.5,42.1,0.0
1146,1191,*Alusta Taurus Kappa 300 (meting '93),,,,,True,30.6,30.8,40.0,39.0,40.6,0.0
1147,1192,Alusta Thermob 135 ventilatierooster,,,,,True,27.1,26.7,23.1,25.7,31.0,33.1
1148,1193,Alusta Thermob 136 ventilatierooster,,,,,True,27.0,26.8,22.7,26.0,31.0,32.6
1149,1194,Alusta Thermob 185 ventilatierooster,,,,,True,24.5,24.0,21.8,27.7,28.6,29.2
1150,1195,Alusta Thermob 186 ventilatierooster,,,,,True,25.4,23.7,22.4,27.9,29.2,29.4
1151,1196,Alusta PDD 25 platdakdemper,,,,,True,35.0,35.2,34.0,45.3,43.6,0.0
1152,1197,Alusta PDD 50 platdakdemper,,,,,True,29.9,37.8,39.8,48.3,50.8,0.0
1153,1198,Alusta PDD 75 platdakdemper,,,,,True,31.8,39.7,46.0,50.2,51.3,0.0
1154,1199,Acoustair VERsus 1410,,,,,True,36.4,33.0,41.5,41.7,47.0,0.0
1155,1200,Acoustair VERsus 1415,,,,,True,34.0,30.3,36.1,35.0,40.7,0.0
1156,1201,Acoustair VERsus 1420,,,,,True,33.2,29.4,32.1,31.9,34.8,0.0
1157,1202,Acoustair VERsus 1810,,,,,True,35.9,34.2,44.1,44.4,52.5,0.0
1158,1203,AcoustairVERsus 1815,,,,,True,34.8,30.9,39.8,40.4,47.0,0.0
1159,1204,Acoustair VERsus 1820,,,,,True,33.7,30.5,36.8,35.2,42.0,0.0
1160,1205,Acoustair VERsus 2210,,,,,True,34.9,35.7,45.1,50.1,52.1,0.0
1161,1206,Acoustair VERsus 2215,,,,,True,34.1,31.7,41.7,46.2,48.9,0.0
1162,1207,Acoustair VERsus 2220,,,,,True,34.6,31.3,39.4,39.8,47.9,0.0
1163,1208,Acoustair VERsus 2620,,,,,True,31.4,34.0,41.8,55.1,52.4,0.0
1164,1209,Acoustair AGV 110 (Bolair),,,,,True,30.3,29.5,37.5,37.9,40.5,46.3
1165,1210,Heycop Climaclip ventilatierooster,,,,,True,24.0,21.2,22.4,22.9,23.7,27.9
1166,1211,Heycop Climaclip+suskast (type 280),,,,,True,26.6,23.1,24.6,31.3,34.8,0.0
1167,1212,Heycop Climabreak ventilatierooster,,,,,True,25.9,23.4,25.3,23.8,25.6,0.0
1168,1213,Heycop Climabreak+suskast (type 280),,,,,True,27.9,24.1,26.5,32.7,38.1,42.4
1169,1214,Heycop Climatherm ventilatierooster,,,,,True,23.8,21.3,23.1,21.9,24.0,27.9
1170,1215,Heycop Climatherm+suskast (type 280),,,,,True,26.6,23.1,24.8,31.8,37.2,38.7
1171,1216,Heycop Climacoust SR1/2/3 type 100,,,,,True,33.6,34.7,39.2,42.2,50.1,50.7
1172,1217,Heycop Climacoust SR1/2/3 type 150,,,,,True,31.6,32.0,36.2,38.8,45.0,43.2
1173,1218,Heycop Climacoust SR1/2/3 type 200,,,,,True,30.9,29.3,33.8,36.2,39.2,0.0
1174,1219,Heycop Climacoust SR1/2/3 type 250,,,,,True,29.5,29.5,31.0,33.1,37.4,37.0
1175,1220,Heycop Climacoust SR 4/5 type 100,,,,,True,34.8,38.1,42.0,46.5,51.1,49.8
1176,1221,Heycop Climacoust SR 4/5 type 150,,,,,True,32.3,35.3,37.6,41.3,44.5,44.9
1177,1222,Heycop Climacoust SR 4/5 type 200,,,,,True,31.4,32.5,37.4,38.1,36.3,36.5
1178,1223,Heycop Climacoust SR 4/5 type 250,,,,,True,31.4,31.6,34.6,35.7,35.2,35.2
1179,1224,Heycop Climacoust SR 6 type 100,,,,,True,34.6,42.4,47.5,51.2,49.5,49.8
1180,1225,Heycop Climacoust SR 6 type 150,,,,,True,33.9,38.1,42.1,46.1,34.6,47.9
1181,1226,Heycop Climacoust SR 6 type 200,,,,,True,32.6,35.2,40.2,40.5,39.9,42.1
1182,1227,Heycop Climacoust SR 6 type 250,,,,,True,31.3,32.7,38.2,39.0,39.2,41.2
1183,1228,Heycop Climacoust SRX 1 type 100,,,,,True,32.7,35.3,39.8,42.1,44.2,48.8
1184,1229,Heycop Climacoust SRX 1 type 150,,,,,True,32.2,32.3,36.6,38.1,39.0,43.7
1185,1230,Heycop Climacoust SRX 1 type 200,,,,,True,30.5,29.9,34.9,37.5,36.4,40.7
1186,1231,Heycop Climacoust SRX 1 type 250,,,,,True,28.9,28.2,30.4,32.3,34.9,39.7
1187,1232,Heycop Climacoust SRX 2/3 type 100,,,,,True,32.4,38.6,45.3,49.4,52.4,58.8
1188,1233,Heycop Climacoust SRX 2/3 type 150,,,,,True,30.6,34.9,38.9,41.7,46.9,52.0
1189,1234,Heycop Climacoust SRX 2/3 type 200,,,,,True,29.7,33.1,37.3,38.4,40.9,46.2
1190,1235,Heycop Climacoust SRX 2/3 type 250,,,,,True,29.0,29.5,34.0,37.1,42.3,50.9
1191,1236,Heycop Climacoust SRX 4 type 100,,,,,True,34.6,43.6,48.1,49.1,54.1,60.9
1192,1237,Heycop Climacoust SRX 4 type 150,,,,,True,30.5,38.1,41.6,47.9,54.1,62.1
1193,1238,Heycop Climacoust SRX 4 type 200,,,,,True,29.6,34.8,39.4,44.4,49.3,59.5
1194,1239,Heycop Climacoust SRX 4 type 250,,,,,True,29.1,32.3,36.7,40.5,45.7,56.9
1195,1240,Heycop Climacoust SRM 2 met rooster,,,,,True,37.6,39.3,39.9,46.4,48.7,56.8
1196,1241,Heycop Climacoust SRM 3 met rooster,,,,,True,39.6,45.6,48.4,53.5,57.2,63.9
1197,1242,Heycop Climacoust SRM 2 stootvoegen,,,,,True,43.4,42.6,49.3,50.3,51.1,59.4
1198,1243,Heycop Climacoust SRM 3 stootvoegen,,,,,True,43.1,47.6,57.6,60.6,61.6,66.8
1199,1244,VentiSafe 5/2/5-20-5/2/5 (Merbau),,,,,True,30.3,36.9,41.0,44.0,46.7,51.6
1200,1245,VentiSafe 8-24-5/2/5 (Meranti),,,,,True,29.3,35.2,39.4,41.3,42.7,47.9
1201,1246,VentiSafe 6-12-6/2/6 (Red Cedar),,,,,True,26.7,30.6,37.1,39.0,41.1,45.2
1202,1247,PH 1260 4-15-4  mm schuifpui,,,,,True,20.0,19.0,27.0,33.0,36.0,0.0
1203,1248,Tectomat dakelement 170  mm min.wol [1],,,,,True,24.4,34.7,42.1,42.7,46.3,0.0
1204,1249,Tectomat dakelement 120  mm min.wol [1],,,,,True,23.7,33.6,40.2,43.9,46.0,0.0
1205,1250,Tectomat dakelement 100  mm min.wol [1],,,,,True,20.2,32.8,39.5,43.9,45.1,0.0
1206,1251,Thermobel 6-12-4 luchtgevuld,,,,,True,23.4,22.0,28.4,38.3,40.3,42.2
1207,1252,Phonibel 4-12-6 gasgevuld     (2235),,,,,True,23.8,20.8,37.2,44.4,37.1,35.3
1208,1253,Phonibel 5-12-8 gasgevuld     (2536),,,,,True,24.7,23.5,39.6,42.5,33.8,39.0
1209,1254,Phonibel 6-12-10 gasgevuld    (2836),,,,,True,22.9,27.3,40.9,38.2,33.6,42.7
1210,1255,Phonibel 5-15-8 gasgevuld     (2837),,,,,True,23.1,26.8,39.5,43.2,34.2,40.3
1211,1256,Phonibel 6-15-8 gasgevuld     (2936),,,,,True,21.9,26.6,40.2,42.1,32.2,42.7
1212,1257,Phonibel 6-15-10 gasgevuld    (3137),,,,,True,21.7,30.7,39.8,39.0,35.4,45.2
1213,1258,Phonibel 4-20-6 gasgevuld     (3039),,,,,True,20.8,26.9,39.9,47.2,42.3,40.9
1214,1259,Phonibel 6-20-10 gasgevuld    (3640),,,,,True,22.4,34.6,41.8,40.7,37.8,48.9
1215,1260,Phonibel 5-24-8 gasgevuld     (3741),,,,,True,22.7,33.1,39.5,45.9,39.3,45.2
1216,1261,Phonibel 6-24-10 gasgevuld    (4041),,,,,True,23.8,36.0,42.2,41.6,38.2,49.3
1217,1262,Phonibel 6-12-44.2 luchtgev.(SL2737),,,,,True,24.9,26.5,35.2,41.9,36.6,45.3
1218,1263,Phonibel 6-12-44.2 gasgevuld (S2738),,,,,True,23.6,25.5,41.4,45.0,36.0,45.3
1219,1264,Phonibel 12-12-44.2 gasgevuld(S3340),,,,,True,26.1,29.9,41.9,39.2,39.1,49.4
1220,1265,Phonibel 6-20-44.2 gasgevuld (S3541),,,,,True,20.6,34.8,40.6,46.0,40.2,49.7
1221,1266,Phonibel 6-15-5/2/5 gasgev. (GH3239),,,,,True,21.0,28.8,44.3,48.5,38.6,42.4
1222,1267,Phonibel 8-15-6/2/6 gasgev. (GH3640),,,,,True,24.1,32.9,44.6,45.3,37.4,46.7
1223,1268,Phonibel 10-15-5/2/5 gasgev.(GH3643),,,,,True,25.9,32.3,46.8,46.6,42.7,46.0
1224,1269,Phonibel 10-15-6/2/6 gasgev.(GH3843),,,,,True,26.1,35.6,46.5,45.6,40.2,48.3
1225,1270,Phonibel 10-15-6/2/6 gasgev.(GH3843),,,,,True,26.1,35.0,46.3,46.2,41.2,49.7
1226,1271,Phonibel 8-20-5/2/5 gasgev. (GH3944),,,,,True,25.0,36.0,46.2,48.9,43.1,48.1
1227,1272,Phonibel 10-20-4/2/6 gasgev.(GH4144),,,,,True,27.2,36.4,45.7,45.4,42.2,47.7
1228,1273,Phonibel 8-24-5/2/5 gasgev. (GH4345),,,,,True,25.8,38.2,46.6,48.7,44.1,48.7
1229,1274,Phonibel 10-24-4/2/4 gasgev.(GH4346),,,,,True,26.5,35.6,46.0,47.2,49.2,51.8
1230,1275,Phonibel 10-24-5/2/5 gasgev.(GH4545),,,,,True,27.6,36.9,44.8,45.9,45.5,48.9
1231,1276,Phonibel 10-24-5/2/5 gasgev.(GH4545),,,,,True,28.9,38.6,47.2,48.2,46.6,50.5
1232,1277,Phonibel 12-24-4/2/4 gasgev.(GH4546),,,,,True,27.6,37.3,45.8,45.7,49.6,51.7
1233,1278,*Iglas 6-12-4 luchtgevuld    (30/22),,,,,True,25.0,22.4,29.0,39.9,42.5,45.5
1234,1279,*Iglas 6-3-4 luchtgevuld   (31/13xx),,,,,True,25.9,27.0,29.1,34.5,36.2,37.9
1235,1280,*Iglas 6-12-4 luchtgevuld  (31/22xx),,,,,True,25.5,24.5,30.7,39.6,41.2,43.9
1236,1281,*Iglas 6-15-4 gasgevuld     (31/25g),,,,,True,17.8,30.7,45.5,54.4,47.6,44.6
1237,1282,*Iglas 8-12-4 luchtgevuld  (32/24xx),,,,,True,25.6,23.9,32.3,40.0,41.7,47.2
1238,1283,*Iglas 8-12-6 luchtgevuld    (32/26),,,,,True,25.7,24.5,36.1,43.4,38.7,50.1
1239,1284,*Iglas 8-15-4 gasgevuld     (32/27g),,,,,True,18.7,32.8,45.4,50.8,48.2,47.0
1240,1285,*Iglas 10-12-4 luchtgevuld (32/26xx),,,,,True,26.8,25.0,32.7,37.6,42.4,48.2
1241,1286,*Iglas 4-20-6 gasgevuld     (32/30g),,,,,True,20.7,25.6,39.1,48.1,44.7,42.8
1242,1287,*Iglas 6-24-4 luchtgevuld    (32/34),,,,,True,21.5,24.8,35.6,44.2,43.7,42.9
1243,1288,*Iglas 6-12-44.4 luchtgev.(33/28fxx),,,,,True,24.3,27.5,34.1,42.4,39.6,48.3
1244,1289,*Iglas 6-12-44.1 luchtgev(33/27fzxx),,,,,True,24.9,26.6,34.2,44.3,43.6,49.7
1245,1290,*Iglas 8-15-6 luchtgevuld    (33/29),,,,,True,25.0,24.8,37.4,44.2,39.7,49.9
1246,1291,*Iglas 8-20-6 gasgevuld     (33/34g),,,,,True,20.8,27.3,45.5,51.3,49.7,49.9
1247,1292,*Iglas 10-24-4 luchtgevuld   (33/38),,,,,True,20.3,30.5,44.9,49.4,51.0,51.8
1248,1293,*Iglas 4/1/4-15-4 gasgevul(33/28ghs),,,,,True,22.4,26.4,45.7,53.6,53.8,45.5
1249,1294,*Iglas 4-20-3/1/3 gasgevul(33/31ghs),,,,,True,20.3,30.8,47.0,54.7,55.8,47.2
1250,1295,*Iglas 6-12-44.2 gasgevuld (34/27fg),,,,,True,23.0,28.0,42.2,45.4,39.5,46.1
1251,1296,*Iglas 44.2-8-33.1 gasgev.(34/23ffg),,,,,True,28.4,25.4,37.9,48.8,45.2,52.3
1252,1297,*Iglas 6-20-4 gasgevuld   (34/30gxx),,,,,True,21.6,28.9,44.5,49.1,45.2,47.9
1253,1298,*Iglas 6-12-46.1 luchtgev(34/29fzxx),,,,,True,25.0,28.3,35.9,44.5,43.3,50.3
1254,1299,*Iglas 6-20-44.1 luchtgev(34/35fzxx),,,,,True,22.5,30.3,36.7,46.2,45.1,51.1
1255,1300,*Iglas 8-15-6 gasgevuld     (34/29g),,,,,True,21.5,32.4,44.1,47.0,42.1,51.0
1256,1301,*Iglas 8-24-4 gasgevuld     (34/36g),,,,,True,21.2,34.5,45.7,49.2,46.4,47.8
1257,1302,*Iglas 5/1/5-20-4 luchtgev.(34/35hs),,,,,True,23.8,27.9,39.0,47.9,48.4,47.7
1258,1303,*Iglas 4/1/4-20-4 gasgevul(34/33ghs),,,,,True,23.4,28.1,42.7,54.4,54.7,47.3
1259,1304,*Iglas 5-12-4/1/4 gasgevul(34/26ghs),,,,,True,24.6,26.1,46.9,55.3,51.7,47.9
1260,1305,*Iglas 10-20-4 gasgevuld    (35/34g),,,,,True,22.1,32.5,44.3,43.8,46.2,51.7
1261,1306,*Iglas 8-20-4 gasgevuld   (35/32gxx),,,,,True,22.6,30.8,44.6,45.9,45.0,51.1
1262,1307,*Iglas 12-12-44.2 luchtgevul(36/33f),,,,,True,27.5,29.0,38.6,38.8,43.0,54.3
1263,1308,*Iglas 10-12-6 gasgevuld    (35/28g),,,,,True,22.5,33.4,46.9,45.7,42.8,50.0
1264,1309,*Iglas 10-24-4 gasgevuld    (35/38g),,,,,True,21.9,31.5,46.0,50.4,51.8,51.7
1265,1310,*Iglas 5/1/5-20-4 gasgevul(35/35ghs),,,,,True,21.2,34.0,47.3,55.6,50.6,46.4
1266,1311,*Iglas 4/1/4-24-4 gasgevul(35/37ghs),,,,,True,22.1,31.5,45.5,54.7,54.1,46.3
1267,1312,*Iglas 6-20-3/1/3 gasgevul(35/33ghs),,,,,True,21.8,33.2,48.5,54.4,52.0,54.5
1268,1313,*Iglas 5-15-4/1/4 gasgevul(35/29ghs),,,,,True,23.4,28.7,49.0,54.9,51.6,47.1
1269,1314,*Iglas 6-20-44.4 luchtgevuld(36/36f),,,,,True,24.4,32.4,40.8,45.3,43.3,55.2
1270,1315,*Iglas 6-20-64.1 luchtgev(36/38fzxx),,,,,True,24.2,32.9,38.5,46.7,45.0,51.5
1271,1316,*Iglas 8-15-4/1/4 luchtgev.(36/32hs),,,,,True,26.1,29.3,41.2,48.7,49.9,52.0
1272,1317,*Iglas 6/1/6-15-6 gasgevul(36/33ghs),,,,,True,23.2,34.1,46.9,51.1,42.0,48.3
1273,1318,*Iglas 4-15-5/1/5 gasgevul(36/30ghs),,,,,True,24.6,28.8,46.7,54.5,51.8,47.1
1274,1319,*Iglas 5-20-4/1/4 gasgevul(36/34ghs),,,,,True,23.0,34.1,49.5,55.2,51.9,49.4
1275,1320,*Iglas 5/1/5-24-4 gasgevul(36/39ghs),,,,,True,23.1,33.7,48.0,54.3,51.7,49.6
1276,1321,*Iglas 66.2-20-4 luchtgevuld(37/37f),,,,,True,24.8,31.7,44.5,46.3,52.1,57.7
1277,1322,*Iglas 12-12-8 luchtgevuld   (37/32),,,,,True,28.4,32.1,39.9,39.6,39.9,49.4
1278,1323,*Iglas 10-15-4/1/4 luchtgev(37/34hs),,,,,True,28.8,29.4,42.6,47.6,51.5,52.3
1279,1324,*Iglas 6-15-4/1/4 gasgevul(37/30ghs),,,,,True,23.8,34.5,48.7,55.2,52.3,52.3
1280,1325,*Iglas 4/1/4-20-6 gasgevul(38/35ghs),,,,,True,24.4,40.0,49.7,53.5,51.5,56.9
1281,1326,*Iglas 8-15-5/1/5 luchtgev.(38/34hs),,,,,True,26.9,33.9,41.4,49.8,43.0,51.3
1282,1327,*Iglas 6-15-5/1/5 gasgevul(38/32ghs),,,,,True,25.0,34.7,50.1,53.0,47.3,49.8
1283,1328,*Iglas 6-24-4/1/4 gasgevul(38/39ghs),,,,,True,24.5,38.8,48.4,54.8,49.9,49.3
1284,1329,*Iglas 8/1/3-20-3/1/3 gas(38/39ghs2),,,,,True,24.3,39.7,52.1,57.2,55.3,59.0
1285,1330,*Iglas 8-20-4/1/4 gasgevul(38/37ghs),,,,,True,25.5,36.1,48.6,52.5,51.1,54.3
1286,1331,*Iglas 8-15-4/1/4 gasgevul(38/32ghs),,,,,True,26.2,32.0,48.3,51.7,49.7,51.4
1287,1332,*Iglas 5/1/5-20-6 gasgevul(39/37ghs),,,,,True,25.3,40.4,48.3,52.8,48.2,56.9
1288,1333,*Iglas 8-15-6/1/6 luchtgev.(39/36hs),,,,,True,27.6,34.3,43.5,48.7,43.8,50.3
1289,1334,*Iglas 8-15-5/1/5 gasgevul(39/34ghs),,,,,True,26.9,36.4,47.9,51.8,46.7,51.1
1290,1335,*Iglas 10-15-4/1/4 gasgev(a39/34ghs),,,,,True,26.6,36.1,51.2,52.2,54.5,56.3
1291,1336,*Iglas 10-20-4/1/4 gasgev.(39/39ghs),,,,,True,26.3,36.1,49.2,50.9,52.7,55.1
